mine_id,mine_name,State,latitude,longitude,mine_type,resource_extracted,depth(m),accident_date,killed,injured,remarks,temperature,humidity,wind_speed,weather_desc,AQI,CO,NO2,SO2,PM2.5,PM10,Slope_Angle,Groundwater_Level,Seismic_Activity
MINE426,Koyagudem Opencast Mine -1 ,Telangana,17.6256,80.4867,opencast,coal,300,02.09.2018,1,0,Hit by rear part of crawler   drill while positioning crawler mounted drill for diesel filling from a truck   mounted drill.,27.77,62,overcast clouds,2.12,2,347.14,5.66,13.35,24.6,34.42,2.093829758481542,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE427,Garjanbahal OCP .,Odisha,22.0345,83.7427,opencast,coal,300,01.09.2018,1,0,Death due to drowning when BE   300 Shovel toppled into the sump and submerged in the water,26.74,11,broken clouds,4.22,4,423.91,1.82,11.8,57.56,70.28,10.96568899340033,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE428,Bharatpur Opencast Mine ,Odisha,20.94433333333333,85.10891666666666,opencast,coal,300,24.08.2018,1,0,Due to Electrocution and falling down from the lighting pole,24.48,74,few clouds,2.61,3,534.06,6.34,1.82,31.15,39.92,2.191029497602462,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE429,Koyla Colliery ,Jharkhand,23.80633333333333,86.46341666666667,underground,coal,300,15.08.2018,1,0,Due to Electrocution and falling down from the electric pole,28.17,10,overcast clouds,0.27,4,627.52,8.48,7.99,58.97,80.95,2.745927817034195,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE430,Peddapuram Granite Mine ,Andhra pradesh,17.0757,82.136,opencast,Granite,300,03.08.2018,1,3,"While a group of four persons   were being hoisted by bucket attached to hoist rope of a derrick crane from   sump to surface in a granite quarry, the hoist rope was broken and the bucket   fell down from a height of about 3.3m",25.43,76,broken clouds,0.71,3,500.68,11.48,4.23,27.66,41.94,0.9701703611856621,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE431,Tapin North OCP ,jharkhand,23.75,86.05,opencast,coal,300,21.07.2018,4,7,Due to collapse of wall in   the workshop area.,27.58,10,overcast clouds,1.49,4,580.79,6.94,6.56,54.83,71.92,2.112746591543525,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE432,Dhedwas Iron Ore and Associated Mineral   Mine ,Rajasthan,25.3264,74.5383,opencast,iron ore,400,07.07.2018,1,0,"While a Contractor   worker/Mechanical helperwas checking oil and water   level of excavator(ZX650), he slipped and fell   from machine onground at a height of about   2.65 m",24.12,34,clear sky,2.66,3,393.87,6.0,3.34,30.8,52.38,14.51803429924273,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE433,BVL Exports Granite Mine ,Andhra pradesh,15.37483333333333,80.04316666666666,opencast,Granite,300,30.06.2018,1,0,"While a person was removing   nylon rope from the hole of a granite block after completion of the Wiresaw   cutting, suddenly he slipped from the edge of the bench and fell down to the   lower bench",27.22,78,broken clouds,2.68,2,280.38,0.48,0.21,16.43,23.92,1.33599259499459,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE434,Bagjata Mine of Uranium Corporation ,Jharkhand,22.4686,86.4917,opencast,uranium,500,27.06.2018,2,0,"Fall of rock mass from   hang-wall side over two persons/ standing on scissor lift platform, while   they were preparing for rock bolt grouting.",27.0,69,overcast clouds,0.96,5,988.01,38.73,30.04,88.0,112.82,4.00817415124377,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.3, Depth: 341.857km, Time: 2025-04-02 15:45:26.667000"
MINE435,Jamdiha Stone Mine ,Jharkhand,23.90091666666666,86.47175,opencast,stone quarry,150,22.06.2018,1,4,"Falling of thick stone piece   measuring from a height of 13 to 15m upon five persons who were charging shot   holes, at bottom of the quarry adjacent to 35 to 40m high side wall in an   opencast stone mine",27.86,10,overcast clouds,0.35,4,627.52,8.48,7.99,58.97,80.95,1.854334168829563,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE436,Birmitrapur Limestone & Dolomite   Mine,Odisha,22.4074,84.7174,opencast,limestone,150,17.06.2018,1,0,Water tanker overturned and   fell into the water logged in Duarsini Limestone quarry (temporarily   non-working).,27.05,11,overcast clouds,2.68,4,527.38,2.72,5.01,56.44,67.22,4.111673174417836,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE437,KTK-OC-1 of Singareni Collieries   Company Ltd.,Telangana,18.4661,79.8401,opencast,coal,250,28.05.2018,1,0,"Due to an accident, collision   between Ajax Concrete Vehicle and Tractor.",28.67,45,few clouds,2.64,2,453.95,4.8,1.21,17.44,24.25,0.9777437930279403,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE438,Kanchan Opencast Mine ,Chattisgarh,23.36355555555556,80.8611111111111,opencast,coal,250,02.05.2018,1,0,"Accident due to toppling of   light motor vehicle, going down the haul road.",24.55,26,overcast clouds,1.4,4,540.73,5.91,2.21,56.5,63.78,5.899509825722134,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE439,Purnadih OCP ,Jharkhand,23.70616666666666,85.0,opencast,coal,250,19.04.2018,1,0,Due to Vehicle run over.,24.11,11,overcast clouds,1.61,4,574.11,7.97,3.34,51.89,66.74,1.373177232676035,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE440,KSR Stone Quarry ,Andhra pradesh,17.98341666666667,83.36438888888888,opencast,stone quarry,250,10.04.2018,1,0,Excavator tilted and toppled   over the deceased person.,24.74,83,overcast clouds,1.61,2,387.19,22.28,12.52,20.93,31.13,3.830259550610284,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE441,Malanjkhand Copper Mine,Madhya Pradesh,22.00960535,80.71349001526704,opencast,copper,250,02.04.2018,1,1,Failure of rear drive line of   tipper and defunct of parking brake.,25.81,17,overcast clouds,1.82,3,460.63,4.28,1.68,36.09,39.38,7.444879586275347,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE442,Kalugotla Yellow Ocher Mine,Telangana,15.5792,78.0267,opencast,Yellow ocher,250,29.03.2018,2,0,"Falling of JCB loader engaged   in dozing operation with JCB loader near top edge of bench in an opencast   mine of yellow ocher clay, suddenly mass of clay parted from edge of bench.",25.72,66,broken clouds,5.33,3,310.42,1.69,3.55,30.95,39.99,10.79737022913658,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE443,Jagannath Colliery ,Odisha,20.9244747,85.1447437,opencast,coal,250,24.03.2018,1,0,Fell down and was trapped   under the crusher drum.,24.42,75,clear sky,2.45,3,534.06,6.34,1.82,31.15,39.92,1.358509426601813,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE444,Ramagundam OC III Mine,Telangana,18.6782,79.5406,opencast,coal,250,21.03.2018,0,1,Accident between two dumpers,29.58,44,broken clouds,1.31,2,607.49,13.54,6.62,21.68,33.57,1.348375420941006,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE445,Amrapali OCP ,Jharkhand,23.889479,85.00171,opencast,coal,250,19.03.2018,1,0,Accident due to hitting by a   truck,23.2,11,broken clouds,1.27,4,560.76,3.98,3.55,51.97,65.71,4.452510054845717,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE446,Gevra Opencast Mine ,Chattisgarh,22.35,82.68,opencast,coal,250,07.03.2018,1,0,"While a dumper was being   driven in night shift of an opencast coal mine, it accidentally toppled into   a sump of 2 m deep adjacent to the coal face and drowned.",26.68,15,overcast clouds,1.98,4,460.63,6.08,20.27,56.15,61.65,5.44744057292776,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE447,Lignite Mine - II ,Tamil Nadu,11.45,79.58333333333333,opencast,lignite,250,02.03.2018,1,0,Drowning in Sump Water,26.61,83,broken clouds,2.6,2,410.56,9.85,22.65,9.76,13.51,2.106740454782221,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE448,RG OC2 Mine ,Telangana,17.44897222222222,78.43752777777779,opencast,coal,250,25.02.2018,0,0,Accident between a overburden   loaded dumper and a tractor,27.05,53,scattered clouds,3.88,2,420.57,9.0,9.3,13.29,20.33,3.390600690352059,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE449,Kalwan Masonry Stone Mine ,Rajasthan,26.85825,75.75847222222222,opencast,st,250,20.02.2018,1,0,excavator slipped from a   height of 2m as a part of the high-wall measuring about 10 metres slided   along the slip plane from the sideand was trapped and buried   underneath its debris,23.94,10,clear sky,3.68,3,647.54,21.08,12.64,40.95,69.74,0.9274099368611016,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE450,Gauti Expansion OC Mine ,Maharashtra,19.7874,79.2972,opencast,coal,250,10.02.2018,1,0,Falling down from a height of   about 4.5m while engaged in maintenance job at a coal crushing plant,29.84,40,clear sky,1.66,3,520.71,12.68,16.21,37.79,46.07,3.096100205342771,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE451,Samleswari Opencast Mine ,Odisha,21.80063888888889,83.89330555555556,opencast,coal,250,08.02.2018,1,0,"An empty tripper fell down   from haul road into excavated area, 15m below.",24.98,16,broken clouds,3.78,4,480.65,2.7,11.21,70.68,78.74,0.9988330978435002,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE452,East Coast Ball Clay Mine ,Andhra pradesh,14.02,79.31838888888889,opencast,ball clay,250,06.02.2018,1,0,Hit by the bucket of a   hydraulic excavator working at the bottom of an opencast ball clay mine to   extract ore,25.02,86,clear sky,1.28,3,363.83,9.0,14.9,26.57,37.9,4.166288481721381,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE453,Manikpur Opencast Mine ,Chattisgarh,22.3217,82.7381,opencast,coal,250,02.02.2018,1,0,Due to hitting of the fly off   rocks & ejected iron pieces of drill machine when a rotating drill bit   hit to a misfire shot of earlier blasting and which exploded.,26.44,15,overcast clouds,1.79,4,460.63,6.08,20.27,56.15,61.65,3.837308424760268,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE454,Manuguru OCP,Telangana,17.9312,80.8266,opencast,coal,250,22.01.2018,1,1,Hit by a private sand truck,27.67,67,broken clouds,2.04,2,337.12,5.27,7.33,21.53,29.6,3.458998524393501,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE455,Prakasham Khani Opencast Mine ,Telangana,17.96016666666667,80.77125,opencast,coal,250,18.01.2018,0,1,Accident between two trucks,27.65,66,broken clouds,2.08,3,333.79,3.26,9.66,27.76,36.32,3.459404249843731,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE456,Rewat Dungri Range Marble Mine  ,Rajasthan,27.04536111111111,74.697,opencast,marble,250,09.01.2018,2,0,"a mass of rock from hangwall   measuring 6m suddenly fell down through a height of about 36m(120ft), burying   the deceased person underneath its debris",24.17,9,clear sky,3.77,3,447.27,11.82,3.25,30.95,58.0,0.9274099368611016,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE457,Godavari Khani 1 & 3 Incline Mine ,Telangana,18.74113888888889,79.52711111111111,underground,coal,450,06.01.2018,0,0,"Loose, blasted and spalled   coal was allowed to remain in large quantities in the return airway where the   gallery was not connected to full dimension, causing insufficient ventilation   and non-dissipation of heat which resulted in the occurrence of fire in the   loose coal.",29.69,44,broken clouds,1.08,2,607.49,13.54,6.62,21.68,33.57,1.958076927545848,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE458,Maheswari Manganese Mine,Madhya Pradesh,18.49625,83.31230555555555,opencast,Manganese,250,12.12.2017,2,2,While a group of four persons were   installing a pump at the bottom of an opencast manganese mine,25.36,82,broken clouds,0.33,3,627.52,21.94,7.75,40.17,54.09,1.347617425269342,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE459,Codli Iron Ore Mine,Goa,15.34066666666667,74.12963888888888,opencast,iron ore,250,2.12.2017,1,0,While a person was dozing muck at top   of overburden dump which was over and above water logged pit,25.95,84,broken clouds,0.9,3,574.11,13.2,2.59,43.48,63.0,6.050981194405473,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000 | Mag: 4.3, Depth: 52.02km, Time: 2025-04-02 00:19:27.488000"
MINE460,Panchpatmali  Bauxite Mine,Odisha,18.85647222222222,83.02074999999999,opencast,bauxite,250,15.11.2017,1,1,Head on collision of 100T dumper and   Bolero jeep,21.38,75,few clouds,1.08,4,547.41,10.63,15.97,62.41,73.89,11.63500962422131,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE461,Phularitand Colliery,jharkhand,23.78208333333333,86.22286111111111,underground,coal,600,21.09.2017,1,0,While a dozer was engaged for   preparation of coal face in an opencast coal mine,28.01,10,overcast clouds,1.12,4,647.54,10.54,8.94,58.34,79.64,2.228098737873313,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE462,GDK 7 LEP Mine,Telangana,18.72888888888889,79.51986111111111,underground,coal,600,12.8.2017,1,0,While three workmen were set riding a   loaded set of tubs along a haulage roadway,29.69,44,broken clouds,1.08,2,607.49,13.54,6.62,21.68,33.57,5.379488541211582,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE463,Massaro Ki Oberi Serpentine Mine,Rajasthan,24.01291666666667,73.68852777777778,opencast,,600,26.7.2017,1,0,: While a worker was engaged in   handling of marble block by excavator in the bottommost bench of the opencast   mine near water logged pit,27.89,9,clear sky,3.36,3,500.68,6.77,6.44,33.41,54.08,2.748317225179793,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000 | Mag: 4.3, Depth: 52.02km, Time: 2025-04-02 00:19:27.488000"
MINE464,Ravindrakhani Newtech Mine,Telangana,18.8958,79.4917,underground,coal,600,14.7.2017,1,0,"While a group of three persons were   standing near side of a pillar in an underground coal mine, suddenly a piece   of coal measuring about 1.50m(length)X0.20m(width)X0.40m(thick) fell from the   side from a height of about 4.05m on one of them",29.77,43,overcast clouds,0.86,2,500.68,15.25,17.88,17.49,26.85,2.697094630981675,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE465,Srinivasa Stone Crusher Mine,Andhra pradesh,15.9817,80.0384,opencast,stone quarry,150,6.7.2017,1,0,"While a driller was drilling shot holes   with jack hammer drill in an opencast stone mine, standing on a ledge of 0.7m   wide and 3.5m high, without anchoring his safety belt",25.81,80,scattered clouds,2.27,2,293.73,1.89,0.49,20.61,29.36,29.31582626222603,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
